corridor,locality,bhk,sqft,bathrooms,floor,parking,gym,swimming_pool,garden,security,clubhouse,amenities_score,price_lakhs
dehu_solapur,Kiwale,2,708,1,16,1,0,1,1,0,1,4,41.39
dehu_solapur,Uruli Kanchan,3,1503,2,13,1,0,0,1,1,1,4,87.27
kolhapur_nashik,Bhosari,4,2371,3,6,1,0,1,0,1,0,3,144.52
dehu_solapur,Loni Kalbhor,2,732,1,2,1,1,1,0,0,1,4,34.12
kolhapur_nashik,Bhosari,2,929,1,14,0,0,1,1,1,1,4,59.88
dehu_solapur,Kiwale,2,832,1,23,0,0,0,0,1,1,2,47.66
kolhapur_nashik,Sinhagad Road,3,1334,2,12,0,0,1,1,1,1,4,129.43
dehu_solapur,Wakad,2,1092,2,2,1,1,1,0,0,1,4,73.21
kolhapur_nashik,Balewadi,2,943,1,15,1,1,1,0,0,0,3,104.52
kolhapur_nashik,Chakan,4,2179,4,23,0,1,1,0,0,1,3,138.05
dehu_solapur,Kiwale,4,2197,3,9,0,1,0,1,1,1,4,134.21
kolhapur_nashik,Balewadi,3,1487,3,9,1,1,1,1,1,0,5,167.22
dehu_solapur,Dehu Road,2,870,2,0,1,1,1,1,0,0,4,60.8
kolhapur_nashik,Alandi,3,1398,3,8,1,0,0,0,0,1,2,78.39
kolhapur_nashik,Moshi,1,695,1,23,1,0,1,1,0,0,3,46.72
kolhapur_nashik,Chakan,1,650,1,5,1,0,0,1,1,0,3,37.6
kolhapur_nashik,Hinjewadi,2,978,1,5,1,1,1,1,0,1,5,91.19
dehu_solapur,Baner,2,813,2,17,1,1,1,1,0,1,5,88.97
dehu_solapur,Ravet,3,1467,2,18,0,1,1,0,1,1,4,110.81
kolhapur_nashik,Alandi,2,895,2,7,1,0,1,0,1,1,4,46.56
dehu_solapur,Wakad,4,2109,3,24,0,0,0,0,1,0,1,215.44
dehu_solapur,Hadapsar,4,2160,3,3,0,1,1,1,1,0,4,187.47
dehu_solapur,Wakad,2,947,2,10,1,0,0,1,0,0,2,70.38
kolhapur_nashik,Alandi,3,1169,2,15,0,1,1,0,0,0,2,68.59
dehu_solapur,Baner,3,1315,2,5,1,1,0,1,0,0,3,134.91
kolhapur_nashik,Alandi,2,770,1,0,1,0,1,0,1,0,3,42.61
kolhapur_nashik,Chakan,2,937,2,18,0,0,1,0,1,0,2,55.79
kolhapur_nashik,Hinjewadi,2,904,1,18,1,1,1,1,0,0,4,92.37
kolhapur_nashik,Chakan,3,1100,3,22,1,0,1,0,1,1,4,49.87
dehu_solapur,Ravet,3,1244,2,16,1,1,1,1,0,0,4,86.0
dehu_solapur,Ravet,3,1222,2,5,0,1,1,0,1,0,3,103.32
dehu_solapur,Baner,3,1507,3,21,1,1,0,1,1,0,4,135.71
dehu_solapur,Uruli Kanchan,3,1157,2,20,1,0,0,1,1,1,4,59.72
kolhapur_nashik,Hinjewadi,3,1631,2,3,0,1,0,0,0,0,1,110.42
dehu_solapur,Loni Kalbhor,1,565,1,0,1,0,0,0,0,1,2,29.6
kolhapur_nashik,Hinjewadi,1,560,1,3,1,1,1,1,0,1,5,33.03
kolhapur_nashik,Chakan,3,1367,3,17,0,0,1,0,1,1,3,75.78
dehu_solapur,Kiwale,3,1188,2,15,1,1,1,1,0,0,4,77.44
dehu_solapur,Kiwale,4,1753,3,1,1,0,1,0,1,1,4,124.67
dehu_solapur,Ravet,1,495,1,11,1,1,1,1,1,0,5,33.95
dehu_solapur,Kiwale,3,1296,2,4,0,1,1,0,0,0,2,77.95
kolhapur_nashik,Bhosari,3,1394,2,14,1,1,1,1,1,1,6,100.13
dehu_solapur,Baner,2,1054,1,8,1,1,1,1,1,1,6,123.55
dehu_solapur,Hadapsar,3,1131,2,20,1,1,1,1,0,1,5,92.45
kolhapur_nashik,Sinhagad Road,1,520,1,19,1,0,0,1,0,1,3,48.1
kolhapur_nashik,Moshi,2,921,1,12,1,0,0,1,1,0,3,42.55
kolhapur_nashik,Sinhagad Road,2,1074,1,5,1,1,1,1,1,1,6,87.59
kolhapur_nashik,Alandi,3,1596,2,15,1,1,0,0,1,0,3,117.45
dehu_solapur,Ravet,1,653,1,21,1,1,1,0,1,0,4,60.49
kolhapur_nashik,Bhosari,2,1022,2,6,1,1,0,1,0,1,4,68.04
dehu_solapur,Ravet,1,593,1,23,0,1,1,0,1,1,4,46.5
kolhapur_nashik,Alandi,2,953,2,10,0,1,0,0,0,1,2,44.43
kolhapur_nashik,Alandi,2,893,1,17,1,1,1,1,0,0,4,59.65
kolhapur_nashik,Bhosari,2,1028,2,5,1,1,1,0,1,0,4,59.54
dehu_solapur,Uruli Kanchan,2,887,2,7,1,1,1,0,0,1,4,54.38
kolhapur_nashik,Balewadi,2,947,2,2,1,1,1,0,1,1,5,90.14
kolhapur_nashik,Bhosari,3,1459,3,2,1,0,1,1,0,1,4,79.6
dehu_solapur,Wakad,2,1139,1,24,1,0,1,1,1,1,5,100.74
dehu_solapur,Uruli Kanchan,2,749,2,0,0,1,1,1,0,0,3,29.18
dehu_solapur,Ravet,3,1219,2,17,1,0,0,0,0,1,2,80.99
kolhapur_nashik,Sinhagad Road,3,1166,2,15,0,0,0,1,1,1,3,115.55
kolhapur_nashik,Balewadi,1,526,1,21,1,0,0,1,0,0,2,59.4
dehu_solapur,Manjri,3,1495,2,6,0,1,0,0,0,0,1,74.66
dehu_solapur,Baner,3,1535,2,6,1,1,1,0,1,1,5,141.75
dehu_solapur,Kiwale,2,964,1,10,0,1,1,0,1,0,3,60.75
kolhapur_nashik,Balewadi,2,775,2,13,0,0,0,0,0,1,1,82.65
kolhapur_nashik,Khed Shivapur,2,906,1,11,0,0,1,0,1,1,3,54.86
kolhapur_nashik,Bhosari,4,2286,3,20,1,1,0,1,0,0,3,154.63
dehu_solapur,Dehu Road,1,606,1,17,1,1,1,1,0,0,4,32.61
dehu_solapur,Baner,1,545,1,24,1,0,1,1,1,1,5,66.06
kolhapur_nashik,Balewadi,4,2302,3,16,0,0,1,1,0,1,3,218.21
dehu_solapur,Kiwale,4,2263,3,2,1,1,0,1,0,0,3,146.16
kolhapur_nashik,Hinjewadi,2,940,2,14,1,0,1,1,1,0,4,77.31
dehu_solapur,Wakad,2,971,1,13,1,0,0,0,0,0,1,86.14
dehu_solapur,Loni Kalbhor,1,593,1,5,1,0,0,0,0,0,1,29.07
kolhapur_nashik,Moshi,3,1173,3,4,1,0,1,0,1,1,4,84.53
kolhapur_nashik,Alandi,2,990,1,18,0,0,1,0,1,1,3,39.78
kolhapur_nashik,Sinhagad Road,4,2534,4,20,0,0,1,1,0,0,2,219.81
dehu_solapur,Manjri,2,873,1,6,1,0,0,1,0,1,3,57.38
kolhapur_nashik,Sinhagad Road,1,573,1,6,1,1,0,0,1,0,3,42.64
dehu_solapur,Wakad,3,1545,2,22,1,0,1,1,1,1,5,134.63
dehu_solapur,Manjri,1,440,1,16,1,0,1,0,1,1,4,34.43
dehu_solapur,Loni Kalbhor,3,1504,2,8,0,0,1,0,1,1,3,97.12
kolhapur_nashik,Sinhagad Road,2,873,2,17,1,0,1,0,1,1,4,71.79
dehu_solapur,Dehu Road,1,514,1,2,0,0,1,1,0,1,3,21.66
dehu_solapur,Hadapsar,2,700,1,20,1,0,1,1,1,1,5,51.56
kolhapur_nashik,Moshi,2,980,1,14,0,1,1,0,1,1,4,59.58
kolhapur_nashik,Chakan,4,1806,3,18,0,1,0,1,0,0,2,110.92
dehu_solapur,Wakad,4,2309,3,14,1,1,0,0,0,1,3,190.44
kolhapur_nashik,Hinjewadi,2,894,1,17,1,1,1,1,0,1,5,110.02
kolhapur_nashik,Sinhagad Road,2,1110,1,6,1,1,1,1,1,0,5,98.5
kolhapur_nashik,Alandi,4,2230,3,1,0,1,0,1,0,1,3,121.57
kolhapur_nashik,Khed Shivapur,4,2390,4,11,1,1,1,1,1,1,6,158.17
kolhapur_nashik,Sinhagad Road,3,1467,2,14,1,0,0,0,0,1,2,141.57
dehu_solapur,Hadapsar,3,1458,3,11,1,0,0,1,1,1,4,136.0
dehu_solapur,Hadapsar,1,467,1,17,1,0,1,0,1,1,4,49.99
dehu_solapur,Hadapsar,3,1223,2,13,1,0,0,1,0,1,3,84.29
kolhapur_nashik,Chakan,1,479,1,14,0,0,0,1,1,0,2,27.45
kolhapur_nashik,Khed Shivapur,2,1008,2,13,0,1,1,0,0,1,3,64.35
dehu_solapur,Hadapsar,3,1295,3,23,1,0,1,1,1,1,5,125.68
dehu_solapur,Dehu Road,3,1299,3,14,1,0,0,1,1,0,3,74.46
dehu_solapur,Ravet,3,1322,3,4,1,0,1,0,0,1,3,78.84
kolhapur_nashik,Alandi,2,726,2,18,1,0,1,1,0,0,3,42.45
kolhapur_nashik,Chakan,1,476,1,12,0,1,1,0,1,1,4,23.41
kolhapur_nashik,Bhosari,2,1066,1,10,0,1,1,0,0,0,2,68.55
dehu_solapur,Wakad,2,1076,2,5,0,1,0,1,0,1,3,93.4
dehu_solapur,Uruli Kanchan,2,917,1,12,1,1,1,1,0,0,4,45.49
kolhapur_nashik,Bhosari,3,1472,3,16,1,1,0,0,0,1,3,88.29
kolhapur_nashik,Alandi,1,537,1,9,0,1,1,1,0,0,3,28.77
dehu_solapur,Kiwale,3,1244,2,23,0,0,0,1,1,0,2,88.0
kolhapur_nashik,Khed Shivapur,2,845,2,8,1,0,0,1,0,0,2,36.98
kolhapur_nashik,Hinjewadi,2,1033,2,20,1,0,1,1,0,1,4,112.19
kolhapur_nashik,Alandi,3,1463,2,0,1,0,0,1,1,1,4,73.88
dehu_solapur,Manjri,1,667,1,0,1,0,1,0,1,1,4,41.74
kolhapur_nashik,Moshi,2,935,2,15,1,1,1,1,1,1,6,69.46
kolhapur_nashik,Bhosari,3,1415,2,1,1,1,1,1,0,0,4,92.42
kolhapur_nashik,Hinjewadi,3,1311,2,5,1,1,1,0,1,1,5,102.29
kolhapur_nashik,Hinjewadi,3,1467,3,14,0,1,1,1,1,0,4,145.53
dehu_solapur,Loni Kalbhor,3,1208,3,6,0,0,1,1,1,0,3,61.92
dehu_solapur,Wakad,4,2493,3,3,1,1,0,1,0,1,4,214.96
kolhapur_nashik,Moshi,3,1432,2,14,0,1,1,1,0,1,4,97.59
dehu_solapur,Loni Kalbhor,1,466,1,8,1,1,1,1,0,0,4,18.79
dehu_solapur,Uruli Kanchan,1,585,1,12,1,0,1,1,1,1,5,30.5
kolhapur_nashik,Sinhagad Road,1,601,1,20,0,0,1,0,1,1,3,47.29
kolhapur_nashik,Alandi,2,924,1,6,1,0,1,0,1,0,3,44.66
kolhapur_nashik,Balewadi,1,612,1,0,1,0,1,0,1,0,3,56.94
kolhapur_nashik,Alandi,3,1403,3,10,0,0,1,0,1,1,3,83.82
dehu_solapur,Loni Kalbhor,1,519,1,20,1,1,0,0,0,1,3,28.91
kolhapur_nashik,Chakan,1,590,1,13,1,1,0,1,0,0,3,28.43
dehu_solapur,Uruli Kanchan,2,911,1,14,0,1,1,1,1,1,5,48.03
kolhapur_nashik,Sinhagad Road,2,781,2,20,0,1,1,1,0,0,3,68.96
dehu_solapur,Baner,1,630,1,15,0,1,0,1,1,1,4,66.39
dehu_solapur,Uruli Kanchan,1,567,1,21,1,0,0,1,0,0,2,27.02
dehu_solapur,Wakad,1,554,1,3,1,1,1,0,1,1,5,61.07
kolhapur_nashik,Khed Shivapur,3,1497,2,5,0,1,0,1,0,1,3,95.85
kolhapur_nashik,Bhosari,3,1608,3,7,1,1,1,0,1,1,5,103.47
dehu_solapur,Loni Kalbhor,2,700,2,17,1,0,1,1,1,0,4,34.84
kolhapur_nashik,Chakan,2,910,2,3,1,1,0,1,1,0,4,57.11
dehu_solapur,Kiwale,3,1628,2,23,0,1,1,1,1,1,5,136.31
kolhapur_nashik,Balewadi,2,849,1,7,0,1,1,1,0,1,4,87.33
kolhapur_nashik,Sinhagad Road,2,782,2,11,1,0,0,1,1,0,3,69.26
dehu_solapur,Hadapsar,2,1033,2,6,1,0,0,1,1,1,4,71.52
kolhapur_nashik,Sinhagad Road,3,1392,2,2,0,0,1,1,1,1,4,128.51
kolhapur_nashik,Chakan,2,700,2,17,0,0,1,1,0,1,3,40.89
dehu_solapur,Wakad,2,1050,2,25,1,0,1,1,1,0,4,86.52
kolhapur_nashik,Hinjewadi,3,1387,2,6,1,0,0,1,1,1,4,145.14
dehu_solapur,Manjri,3,1211,3,17,1,1,0,0,1,0,3,88.06
kolhapur_nashik,Sinhagad Road,1,506,1,2,1,1,1,1,0,1,5,48.7
kolhapur_nashik,Balewadi,2,879,2,11,0,0,1,0,0,0,1,96.88
dehu_solapur,Dehu Road,3,1490,2,0,0,1,0,1,1,1,4,72.57
dehu_solapur,Hadapsar,3,1350,3,4,0,1,1,1,1,1,5,115.37
kolhapur_nashik,Sinhagad Road,2,700,1,6,1,0,0,1,1,0,3,60.92
kolhapur_nashik,Sinhagad Road,1,671,1,22,0,0,0,1,1,1,3,62.45
kolhapur_nashik,Bhosari,1,539,1,5,1,1,0,1,0,1,4,36.09
kolhapur_nashik,Balewadi,3,1381,2,23,0,1,0,1,0,1,3,153.17
dehu_solapur,Baner,3,1198,2,0,0,1,1,0,1,1,4,93.06
kolhapur_nashik,Sinhagad Road,3,1346,2,22,1,1,1,0,1,1,5,119.35
kolhapur_nashik,Moshi,2,888,1,14,1,0,0,1,1,0,3,55.29
kolhapur_nashik,Moshi,2,1087,1,15,0,1,0,1,1,0,3,57.16
dehu_solapur,Uruli Kanchan,1,588,1,20,0,1,1,1,1,0,4,33.79
kolhapur_nashik,Moshi,2,1051,1,7,1,1,0,1,1,0,4,54.73
kolhapur_nashik,Bhosari,4,2094,3,15,0,1,1,1,0,1,4,143.18
dehu_solapur,Kiwale,1,540,1,22,0,1,1,0,0,1,3,39.49
kolhapur_nashik,Moshi,3,1315,2,10,1,0,1,1,0,1,4,74.94
dehu_solapur,Baner,2,1034,2,13,0,1,0,0,0,1,2,108.26
dehu_solapur,Ravet,3,1100,2,14,0,1,1,0,0,1,3,87.29
kolhapur_nashik,Moshi,1,611,1,12,1,1,1,0,1,1,5,41.64
kolhapur_nashik,Alandi,2,931,1,19,0,0,1,0,0,1,2,54.42
dehu_solapur,Uruli Kanchan,2,917,2,3,1,1,0,0,1,1,4,52.1
kolhapur_nashik,Chakan,2,1009,1,20,0,0,0,1,0,1,2,65.17
dehu_solapur,Dehu Road,3,1652,2,5,0,1,0,0,1,0,2,77.29
kolhapur_nashik,Hinjewadi,4,2108,4,19,1,1,1,0,0,0,3,244.4
dehu_solapur,Manjri,1,464,1,6,0,0,0,1,0,1,2,31.46
dehu_solapur,Dehu Road,2,1038,2,11,1,1,0,0,0,1,3,52.62
dehu_solapur,Baner,2,767,1,3,1,1,0,1,0,1,4,74.96
kolhapur_nashik,Moshi,3,1199,2,7,1,1,0,1,0,0,3,78.16
dehu_solapur,Wakad,2,794,2,3,1,0,0,1,0,1,3,60.83
dehu_solapur,Baner,2,955,2,22,1,1,0,1,1,1,5,105.71
kolhapur_nashik,Khed Shivapur,2,980,1,1,1,0,1,1,1,0,4,69.51
kolhapur_nashik,Moshi,2,1000,1,8,1,0,1,1,1,0,4,52.36
dehu_solapur,Uruli Kanchan,2,1011,2,16,0,1,0,0,1,0,2,51.65
kolhapur_nashik,Sinhagad Road,2,1129,2,12,0,0,1,1,1,1,4,98.12
dehu_solapur,Wakad,2,823,1,22,0,0,1,1,0,1,3,71.2
kolhapur_nashik,Khed Shivapur,3,1191,2,21,0,0,1,1,1,1,4,88.36
dehu_solapur,Wakad,2,985,1,6,0,0,0,1,0,1,2,93.66
dehu_solapur,Loni Kalbhor,2,1008,1,11,1,1,0,1,1,1,5,59.39
kolhapur_nashik,Moshi,3,1773,3,9,1,1,1,0,1,1,5,117.47
kolhapur_nashik,Khed Shivapur,3,1572,3,4,0,0,1,0,1,1,3,107.09
kolhapur_nashik,Chakan,2,1076,1,11,1,0,0,1,0,1,3,49.99
dehu_solapur,Manjri,2,958,1,19,1,0,1,1,0,1,4,84.66
kolhapur_nashik,Hinjewadi,2,939,1,14,1,0,1,1,1,0,4,96.88
kolhapur_nashik,Moshi,1,614,1,9,1,0,1,0,1,1,4,33.7
dehu_solapur,Manjri,3,1470,2,22,1,1,1,0,1,1,5,106.41
dehu_solapur,Uruli Kanchan,3,1100,2,7,1,0,1,1,1,1,5,56.98
dehu_solapur,Kiwale,3,1100,2,17,1,1,1,0,1,1,5,76.59
kolhapur_nashik,Hinjewadi,1,477,1,0,0,1,1,1,1,1,5,41.5
kolhapur_nashik,Moshi,2,923,2,20,0,1,1,0,1,0,3,54.36
kolhapur_nashik,Sinhagad Road,3,1389,3,20,1,1,1,1,1,0,5,133.92
kolhapur_nashik,Khed Shivapur,2,748,2,15,1,1,0,1,1,0,4,47.48
kolhapur_nashik,Balewadi,3,1100,2,26,0,1,1,0,1,1,4,118.32
kolhapur_nashik,Sinhagad Road,3,1166,2,23,0,1,0,0,1,0,2,105.33
dehu_solapur,Wakad,3,1522,2,21,0,0,1,0,1,1,3,138.49
kolhapur_nashik,Khed Shivapur,3,1119,3,14,0,1,0,0,1,1,3,67.41
dehu_solapur,Baner,3,1187,2,16,0,0,0,0,0,1,1,137.22
kolhapur_nashik,Khed Shivapur,3,1228,3,6,0,1,0,1,0,0,2,68.77
dehu_solapur,Loni Kalbhor,3,1560,3,23,1,1,0,0,1,1,4,112.61
kolhapur_nashik,Chakan,3,1109,2,15,1,0,0,1,0,1,3,54.04
kolhapur_nashik,Moshi,2,1023,2,9,1,1,0,0,1,1,4,65.92
kolhapur_nashik,Moshi,2,930,1,7,0,1,0,0,0,1,2,56.12
kolhapur_nashik,Sinhagad Road,1,380,1,5,1,0,0,0,1,0,2,33.18
kolhapur_nashik,Chakan,3,1414,2,19,1,1,1,1,1,1,6,82.8
dehu_solapur,Wakad,2,882,1,13,0,1,1,1,1,1,5,77.31
dehu_solapur,Manjri,3,1428,2,12,1,0,0,1,1,0,3,96.7
kolhapur_nashik,Hinjewadi,4,1878,3,13,0,0,1,0,0,0,1,186.89
kolhapur_nashik,Moshi,2,892,2,3,1,0,1,1,0,0,3,60.71
kolhapur_nashik,Alandi,2,806,2,9,0,0,0,1,1,1,3,41.49
dehu_solapur,Loni Kalbhor,3,1641,2,15,1,1,0,0,0,0,2,91.76
kolhapur_nashik,Hinjewadi,2,980,1,20,1,0,1,1,0,1,4,81.2
kolhapur_nashik,Hinjewadi,2,761,2,5,1,0,0,0,1,1,3,60.68
dehu_solapur,Manjri,2,1012,2,6,1,1,0,1,0,1,4,63.69
kolhapur_nashik,Khed Shivapur,2,1038,2,6,0,0,1,1,1,0,3,71.43
dehu_solapur,Dehu Road,2,1014,2,22,0,1,1,1,0,0,3,50.78
dehu_solapur,Kiwale,3,1475,3,21,1,1,1,0,1,0,4,86.38
kolhapur_nashik,Alandi,2,1014,1,10,1,0,1,1,0,0,3,49.31
dehu_solapur,Manjri,3,1262,2,13,1,0,1,1,0,0,3,95.45
kolhapur_nashik,Hinjewadi,1,474,1,23,0,1,1,1,1,0,4,57.02
dehu_solapur,Kiwale,2,920,1,7,1,0,1,1,1,0,4,49.81
kolhapur_nashik,Bhosari,2,807,1,10,0,0,0,1,1,0,2,51.88
kolhapur_nashik,Balewadi,3,1573,3,20,0,0,0,0,0,0,0,137.98
kolhapur_nashik,Sinhagad Road,3,1271,2,20,0,0,1,0,1,0,2,119.72
kolhapur_nashik,Balewadi,2,1191,2,7,0,0,1,1,0,0,2,117.72
dehu_solapur,Baner,2,806,2,16,0,0,0,1,0,1,2,75.81
dehu_solapur,Kiwale,1,600,1,17,0,0,1,0,1,0,2,35.99
dehu_solapur,Wakad,3,1154,3,23,0,0,0,1,0,1,2,88.2
kolhapur_nashik,Hinjewadi,3,1300,2,16,0,0,0,0,1,0,1,105.94
dehu_solapur,Wakad,2,895,2,12,0,1,0,1,0,1,3,76.27
dehu_solapur,Manjri,2,1070,1,18,0,0,1,1,0,1,3,69.4
dehu_solapur,Kiwale,1,460,1,15,1,1,1,1,0,0,4,26.43
dehu_solapur,Wakad,3,1347,2,16,0,1,0,1,0,1,3,127.84
dehu_solapur,Manjri,2,953,1,0,0,1,0,0,1,0,2,64.84
kolhapur_nashik,Chakan,2,966,1,22,0,1,1,1,0,0,3,48.0
kolhapur_nashik,Moshi,3,1215,2,6,0,0,1,1,0,1,3,54.45
kolhapur_nashik,Sinhagad Road,3,1281,2,21,1,0,1,0,0,1,3,79.38
kolhapur_nashik,Chakan,4,1700,4,5,0,1,1,0,1,0,3,108.09
dehu_solapur,Baner,2,1069,1,2,1,1,0,0,0,0,2,96.83
kolhapur_nashik,Moshi,4,2213,4,17,1,1,0,0,1,0,3,122.71
kolhapur_nashik,Moshi,2,899,2,0,1,0,1,1,0,0,3,44.85
kolhapur_nashik,Balewadi,2,1126,2,7,0,1,1,1,1,1,5,121.89
dehu_solapur,Loni Kalbhor,4,2006,3,2,1,1,0,0,1,0,3,114.82
dehu_solapur,Uruli Kanchan,2,700,1,0,0,0,0,1,0,1,2,29.67
dehu_solapur,Loni Kalbhor,2,995,1,13,1,0,1,1,1,0,4,55.66
kolhapur_nashik,Sinhagad Road,2,1068,1,24,0,0,0,1,1,1,3,107.81
kolhapur_nashik,Alandi,4,2797,3,20,0,0,1,0,1,1,3,144.96
kolhapur_nashik,Sinhagad Road,2,992,1,0,0,1,1,1,0,1,4,78.83
kolhapur_nashik,Balewadi,2,988,1,17,0,0,0,0,0,0,0,108.25
dehu_solapur,Manjri,3,1681,3,17,0,1,1,1,1,1,5,127.27
dehu_solapur,Kiwale,1,651,1,15,1,0,1,0,0,1,3,50.58
dehu_solapur,Loni Kalbhor,1,674,1,11,0,1,1,0,0,0,2,37.45
dehu_solapur,Ravet,2,766,1,4,1,1,0,1,1,0,4,60.28
dehu_solapur,Ravet,3,1473,3,22,1,0,1,1,0,1,4,103.16
kolhapur_nashik,Chakan,2,895,1,14,1,0,0,0,0,1,2,54.16
dehu_solapur,Loni Kalbhor,1,505,1,20,1,0,0,1,0,0,2,32.74
kolhapur_nashik,Chakan,2,1066,1,2,0,0,0,1,0,1,2,64.02
dehu_solapur,Loni Kalbhor,1,412,1,12,1,0,1,1,1,1,5,26.78
kolhapur_nashik,Hinjewadi,4,1943,4,7,1,1,1,0,1,1,5,213.17
kolhapur_nashik,Khed Shivapur,2,700,2,3,0,1,0,0,0,0,1,30.0
kolhapur_nashik,Chakan,2,834,1,19,0,0,0,0,0,0,0,39.57
dehu_solapur,Hadapsar,4,2497,3,10,1,1,1,1,1,0,5,231.72
kolhapur_nashik,Sinhagad Road,3,1220,2,13,1,1,1,1,0,0,4,91.81
dehu_solapur,Dehu Road,4,2146,3,12,1,1,1,0,0,1,4,132.26
dehu_solapur,Dehu Road,2,957,2,16,1,0,0,1,0,0,2,51.15
kolhapur_nashik,Chakan,2,1060,1,14,1,1,0,0,1,0,3,69.59
kolhapur_nashik,Bhosari,3,1129,2,1,1,1,1,1,1,0,5,74.26
dehu_solapur,Kiwale,3,1370,3,13,1,1,0,1,1,0,4,97.79
kolhapur_nashik,Chakan,1,554,1,3,1,1,1,0,1,1,5,26.89
dehu_solapur,Manjri,3,1302,3,1,0,0,1,1,1,0,3,76.75
kolhapur_nashik,Bhosari,1,653,1,13,1,1,1,0,0,0,3,49.66
kolhapur_nashik,Bhosari,3,1281,2,3,0,1,0,0,1,0,2,69.96
dehu_solapur,Manjri,3,1467,3,21,1,1,1,1,0,0,4,123.33
kolhapur_nashik,Balewadi,1,546,1,16,1,0,1,1,1,1,5,61.66
kolhapur_nashik,Hinjewadi,2,937,2,2,1,1,1,0,0,1,4,96.17
dehu_solapur,Hadapsar,3,1250,2,4,0,1,0,1,1,1,4,96.02
dehu_solapur,Uruli Kanchan,4,2228,3,21,1,1,1,1,1,1,6,96.81
kolhapur_nashik,Hinjewadi,3,1390,2,9,1,0,0,0,1,0,2,131.87
kolhapur_nashik,Bhosari,2,805,1,6,0,1,1,1,0,0,3,43.68
dehu_solapur,Loni Kalbhor,4,1981,3,10,1,0,1,1,0,1,4,113.79
kolhapur_nashik,Balewadi,3,1494,3,1,1,0,0,1,1,1,4,144.32
dehu_solapur,Loni Kalbhor,1,561,1,17,1,0,1,1,1,0,4,29.03
dehu_solapur,Loni Kalbhor,4,2241,4,4,0,0,0,0,1,0,1,97.2
kolhapur_nashik,Sinhagad Road,2,1131,2,5,1,0,1,1,0,1,4,79.16
dehu_solapur,Wakad,3,1100,2,13,0,1,1,0,0,1,3,85.35
kolhapur_nashik,Khed Shivapur,3,1354,3,20,0,0,1,0,1,1,3,80.23
dehu_solapur,Loni Kalbhor,3,1100,3,19,1,1,0,1,1,0,4,60.68
kolhapur_nashik,Bhosari,3,1403,2,13,1,0,0,1,0,1,3,79.09
dehu_solapur,Manjri,1,532,1,7,0,1,1,0,1,1,4,40.62
kolhapur_nashik,Bhosari,1,597,1,23,1,0,1,0,0,0,2,38.71
dehu_solapur,Hadapsar,4,2230,4,24,1,1,1,0,0,1,4,198.67
kolhapur_nashik,Alandi,2,997,1,9,0,0,0,1,1,1,3,44.1
dehu_solapur,Manjri,1,618,1,6,0,1,1,0,0,1,3,44.03
kolhapur_nashik,Chakan,4,2194,3,9,0,1,0,0,1,1,3,121.19
dehu_solapur,Wakad,3,1236,2,15,1,1,0,0,1,0,3,105.41
dehu_solapur,Baner,2,920,2,17,0,0,0,0,0,0,0,86.46
dehu_solapur,Ravet,1,507,1,21,0,1,1,0,0,0,2,37.24
dehu_solapur,Loni Kalbhor,1,476,1,19,1,0,0,0,1,0,2,21.58
dehu_solapur,Loni Kalbhor,2,767,2,12,0,1,0,0,0,1,2,44.5
dehu_solapur,Manjri,2,915,2,22,0,1,0,1,1,0,3,65.65
kolhapur_nashik,Hinjewadi,1,658,1,6,1,1,0,0,1,1,4,56.53
kolhapur_nashik,Alandi,2,800,2,9,1,1,0,0,1,0,3,42.12
kolhapur_nashik,Moshi,2,779,1,1,0,0,1,1,1,0,3,45.33
kolhapur_nashik,Hinjewadi,3,1566,2,12,1,0,1,0,0,0,2,114.49
dehu_solapur,Hadapsar,1,633,1,15,0,1,1,1,1,1,5,63.36
dehu_solapur,Manjri,2,1026,2,12,1,1,0,0,1,1,4,61.76
kolhapur_nashik,Moshi,2,879,2,20,0,0,0,1,1,1,3,50.96
dehu_solapur,Hadapsar,3,1480,3,9,1,0,1,1,0,0,3,111.67
dehu_solapur,Kiwale,3,1402,3,6,1,1,0,1,0,1,4,75.34
dehu_solapur,Manjri,2,851,2,1,0,0,0,1,0,0,1,58.96
dehu_solapur,Uruli Kanchan,1,565,1,2,1,1,0,1,0,0,3,27.32
dehu_solapur,Loni Kalbhor,3,1111,2,1,1,1,1,1,1,1,6,55.18
dehu_solapur,Loni Kalbhor,3,1353,2,15,0,0,1,0,0,1,2,64.33
dehu_solapur,Wakad,2,932,1,22,1,0,0,1,0,0,2,71.2
kolhapur_nashik,Hinjewadi,2,808,2,7,0,1,1,1,0,1,4,82.78
dehu_solapur,Hadapsar,2,1081,2,7,1,1,1,1,1,0,5,83.56
kolhapur_nashik,Moshi,1,518,1,19,1,0,0,1,1,1,4,34.36
kolhapur_nashik,Sinhagad Road,3,1611,2,8,0,1,1,0,0,0,2,130.74
dehu_solapur,Hadapsar,2,965,1,12,0,1,0,1,1,1,4,82.32
dehu_solapur,Ravet,3,1289,2,9,1,1,0,0,1,0,3,108.33
kolhapur_nashik,Hinjewadi,3,1535,2,25,1,1,1,0,1,1,5,157.3
kolhapur_nashik,Hinjewadi,2,886,2,14,0,1,1,0,1,1,4,87.56
dehu_solapur,Hadapsar,3,1173,2,12,1,0,0,0,1,0,2,96.42
kolhapur_nashik,Chakan,3,1830,2,6,0,1,1,1,0,1,4,98.87
